,State,County,"Population estimates, July 1, 2019,  (V2019)","Population, percent change - April 1, 2010 (estimates base) to July 1, 2019,  (V2019)","Population estimates base, April 1, 2010,  (V2019)","Population, Census, April 1, 2010","Persons under 5 years, percent","Persons under 18 years, percent","Persons 65 years and over, percent","Female persons, percent","White alone, percent","Black or African American alone, percent","American Indian and Alaska Native alone, percent","Asian alone, percent","Native Hawaiian and Other Pacific Islander alone, percent","Two or More Races, percent","Hispanic or Latino, percent","White alone, not Hispanic or Latino, percent","Veterans, 2014-2018","Foreign born persons, percent, 2014-2018","Housing units,  July 1, 2018,  (V2018)","Owner-occupied housing unit rate, 2014-2018","Median value of owner-occupied housing units, 2014-2018","Median selected monthly owner costs -with a mortgage, 2014-2018","Median selected monthly owner costs -without a mortgage, 2014-2018","Median gross rent, 2014-2018","Housing units in multi-unit structures, percent, 2009-2013","Building permits, 2018","Households, 2014-2018","Persons per household, 2014-2018","Living in same house 1 year ago, percent of persons age 1 year+, 2014-2018","Language other than English spoken at home, percent of persons age 5 years+, 2014-2018","Households with a computer, percent, 2014-2018","Households with a broadband Internet subscription, percent, 2014-2018","High school graduate or higher, percent of persons age 25 years+, 2014-2018","Bachelor's degree or higher, percent of persons age 25 years+, 2014-2018","With a disability, under age 65 years, percent, 2014-2018","Persons  without health insurance, under age 65 years, percent","In civilian labor force, total, percent of population age 16 years+, 2014-2018","In civilian labor force, female, percent of population age 16 years+, 2014-2018","Total accommodation and food services sales, 2012 ($1,000)","Total health care and social assistance receipts/revenue, 2012 ($1,000)","Total manufacturers shipments, 2012 ($1,000)","Total merchant wholesaler sales, 2012 ($1,000)","Total retail sales, 2012 ($1,000)","Total retail sales per capita, 2012","Mean travel time to work (minutes), workers age 16 years+, 2014-2018","Median household income (in 2018 dollars), 2014-2018","Per capita income in past 12 months (in 2018 dollars), 2014-2018","Persons in poverty, percent","Total employer establishments, 2017","Total employment, 2017","Total annual payroll, 2017 ($1,000)","Total employment, percent change, 2016-2017","Total nonemployer establishments, 2017","All firms, 2012","Men-owned firms, 2012","Women-owned firms, 2012","Minority-owned firms, 2012","Nonminority-owned firms, 2012","Veteran-owned firms, 2012","Nonveteran-owned firms, 2012","Black-owned firms, percent, 2007","American Indian- and Alaska Native-owned firms, percent, 2007","Asian-owned firms, percent, 2007","Native Hawaiian- and Other Pacific Islander-owned firms, percent, 2007","Hispanic-owned firms, percent, 2007","Women-owned firms, percent, 2007","Population per square mile, 2010","Land area in square miles, 2010",full_name,fips_code
2468,TENNESSEE,LAKE COUNTY,"7,411",-5.4%,"7,832","7,832",3.9%,14.2%,15.7%,35.7%,68.6%,28.7%,0.5%,0.2%,,1.9%,2.4%,66.7%,414,0.7%,"2,600",57.3%,"$74,500",$893,$374,$550,24.2%,2,"2,203",2.19,79.3%,1.9%,70.0%,59.8%,73.5%,10.4%,20.0%,11.6%,33.6%,49.6%,"5,245",,,,"29,796","$3,875",18.7,"$34,966","$16,671",36.5%,72,696,"18,627",18.6%,325,401,196,167,64,312,42,333,0.0%,0.0%,0.0%,0.0%,0.0%,13.2%,47.2,165.78,"LAKE COUNTY, TENNESSEE",47095
2469,TENNESSEE,LAUDERDALE COUNTY,"25,825",-7.2%,"27,822","27,815",5.8%,22.6%,15.8%,48.5%,62.2%,34.8%,0.8%,0.6%,,1.6%,2.6%,60.5%,"1,457",1.9%,"11,319",57.7%,"$84,100",$965,$364,$646,13.4%,27,"9,754",2.41,82.4%,3.0%,79.9%,67.7%,77.0%,8.8%,17.4%,11.9%,48.7%,50.0%,,"62,933","209,088","1,545,892","161,657","$5,832",25.2,"$37,915","$18,128",24.9%,295,"4,885","164,133",4.1%,"1,273","1,551",766,687,406,"1,101",129,"1,362",6.2%,0.0%,0.0%,0.0%,0.0%,28.9%,58.9,471.99,"LAUDERDALE COUNTY, TENNESSEE",47097
2470,TENNESSEE,LAWRENCE COUNTY,"43,734",4.5%,"41,851","41,869",6.6%,25.0%,17.8%,50.9%,95.5%,1.8%,0.5%,0.6%,,1.6%,2.2%,93.5%,"2,649",0.9%,"18,258",74.1%,"$103,200",$988,$340,$634,7.2%,11,"16,131",2.63,90.6%,6.2%,78.2%,66.4%,82.5%,12.5%,13.8%,13.0%,52.8%,46.4%,"44,648","106,963","397,620","157,580","384,198","$9,129",27.3,"$41,553","$20,752",17.7%,734,"8,529","269,979",1.7%,"2,930","3,308","1,979",986,165,"3,012",434,"2,728",0.0%,0.0%,0.0%,0.0%,0.0%,22.2%,67.8,617.13,"LAWRENCE COUNTY, TENNESSEE",47099
2471,TENNESSEE,LEWIS COUNTY,"12,086",-0.7%,"12,171","12,161",5.6%,21.5%,20.9%,51.2%,95.3%,2.1%,0.6%,0.6%,,1.4%,2.4%,93.2%,696,0.8%,"5,550",78.2%,"$89,700",$975,$314,$563,4.7%,83,"4,758",2.46,91.7%,2.6%,71.1%,57.4%,84.6%,11.5%,14.2%,12.2%,53.6%,51.9%,,"23,940","45,961",,"179,508","$15,090",24.5,"$37,139","$21,510",17.5%,214,"2,138","62,924",1.2%,873,"1,024",594,291,35,954,142,843,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,43.1,282.09,"LEWIS COUNTY, TENNESSEE",47101
2472,TENNESSEE,LINCOLN COUNTY,"34,117",2.3%,"33,354","33,361",5.5%,22.1%,19.4%,50.9%,89.6%,7.0%,0.8%,0.5%,0.2%,2.0%,3.8%,86.6%,"2,252",1.6%,"15,606",73.3%,"$124,000","$1,112",$382,$696,7.6%,16,"13,636",2.45,86.5%,2.6%,79.6%,63.1%,83.1%,18.8%,14.2%,11.4%,56.8%,48.2%,"26,674","59,439",,"385,073","316,837","$9,457",28.0,"$45,736","$25,077",14.4%,578,"8,416","293,539",-0.8%,"2,374","2,871","1,500",814,164,"2,626",408,"2,216",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,58.5,570.34,"LINCOLN COUNTY, TENNESSEE",47103
2473,TENNESSEE,LOUDON COUNTY,"53,054",9.3%,"48,550","48,556",5.2%,19.4%,26.4%,50.8%,95.5%,1.5%,0.6%,0.9%,0.2%,1.3%,9.0%,87.4%,"4,551",7.3%,"23,371",76.7%,"$199,400","$1,186",$383,$750,8.4%,424,"20,215",2.53,87.5%,9.4%,86.6%,76.4%,85.7%,26.3%,10.3%,12.8%,51.2%,46.3%,"64,561","142,904","1,424,151",,"484,020","$9,721",22.7,"$56,078","$30,175",9.1%,949,"13,186","512,612",-1.1%,"3,522","4,050","2,073","1,276",171,"3,698",532,"3,079",0.0%,0.0%,0.0%,0.0%,0.0%,23.5%,211.8,229.22,"LOUDON COUNTY, TENNESSEE",47105
2474,TENNESSEE,MACON COUNTY,"24,265",9.2%,"22,226","22,248",7.1%,24.7%,15.7%,51.1%,96.0%,1.1%,0.8%,0.7%,,1.3%,5.4%,91.6%,"1,115",2.9%,"10,422",73.3%,"$112,500",$953,$341,$622,8.9%,139,"9,202",2.51,85.1%,3.8%,75.6%,62.8%,78.8%,10.0%,15.7%,13.3%,58.0%,51.3%,"11,974","50,732","214,186","18,675","177,374","$7,884",33.2,"$36,246","$21,972",18.1%,313,"3,534","113,338",-0.6%,"1,703","2,072","1,137",623,64,"1,966",124,"1,880",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,72.4,307.14,"MACON COUNTY, TENNESSEE",47111
2475,TENNESSEE,MADISON COUNTY,"97,605",-0.7%,"98,301","98,294",6.2%,22.4%,17.0%,52.6%,59.0%,37.8%,0.4%,1.1%,,1.7%,4.0%,55.7%,"5,810",3.0%,"43,378",62.4%,"$127,100","$1,179",$451,$851,19.0%,234,"37,729",2.49,89.2%,5.1%,84.2%,73.5%,88.3%,25.9%,10.8%,9.6%,58.7%,54.9%,"222,481","1,172,870","4,374,740","808,625","1,902,646","$19,286",18.7,"$46,223","$25,555",17.8%,"2,526","54,083","2,097,059",2.6%,"6,665","7,960","4,579","2,451","1,932","5,557","1,094","6,243",14.1%,0.0%,1.9%,0.0%,0.0%,27.2%,176.4,557.12,"MADISON COUNTY, TENNESSEE",47113
2476,TENNESSEE,MARION COUNTY,"28,575",1.3%,"28,222","28,237",5.7%,21.0%,20.1%,51.1%,93.2%,4.1%,0.5%,0.6%,,1.6%,1.8%,91.7%,"1,751",0.8%,"13,497",74.6%,"$123,500","$1,040",$348,$672,4.9%,131,"11,582",2.43,94.0%,1.1%,80.7%,68.3%,81.1%,11.6%,15.9%,11.3%,56.3%,48.8%,,,,"69,103","336,227","$11,885",28.7,"$48,024","$24,714",15.3%,431,"6,121","218,405",0.9%,"1,766","2,185","1,110",617,86,"1,959",235,"1,784",0.0%,0.0%,0.0%,0.0%,0.0%,28.1%,56.7,498.16,"MARION COUNTY, TENNESSEE",47115
2477,TENNESSEE,MARSHALL COUNTY,"33,683",10.0%,"30,608","30,617",6.2%,23.5%,16.1%,51.0%,90.1%,6.7%,0.4%,0.7%,0.1%,2.0%,5.4%,85.4%,"1,655",3.0%,"13,764",70.7%,"$124,700","$1,122",$363,$726,9.4%,162,"12,335",2.58,89.5%,5.4%,83.9%,70.4%,84.8%,14.3%,12.1%,10.6%,59.5%,52.8%,"25,541","57,349","1,085,244",,"289,142","$9,362",30.9,"$49,370","$24,876",14.1%,491,"8,173","308,807",-0.9%,"2,161","2,233","1,217",655,94,"2,043",189,"1,857",0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,81.5,375.46,"MARSHALL COUNTY, TENNESSEE",47117
2478,TENNESSEE,MAURY COUNTY,"94,340",16.6%,"80,932","80,956",6.6%,23.4%,15.9%,51.8%,84.4%,11.9%,0.5%,1.0%,0.1%,2.2%,6.1%,79.0%,"5,472",4.0%,"38,351",68.6%,"$170,400","$1,225",$403,$857,14.3%,"1,566","33,572",2.64,85.9%,5.8%,88.9%,79.3%,89.4%,21.8%,10.4%,10.7%,62.6%,57.0%,"123,065","539,734","1,902,112","474,013","1,131,965","$13,806",29.2,"$54,249","$27,307",10.8%,"1,789","29,649","1,310,148",6.3%,"6,875","6,354","3,381","2,108",659,"5,401",471,"5,376",6.0%,0.0%,1.9%,0.0%,0.0%,22.8%,132.0,613.14,"MAURY COUNTY, TENNESSEE",47119
2479,TENNESSEE,MCMINN COUNTY,"53,285",1.9%,"52,279","52,266",5.5%,21.2%,19.6%,51.3%,92.7%,3.8%,0.6%,0.8%,,2.1%,4.2%,89.1%,"3,190",2.5%,"23,439",74.3%,"$125,300",$978,$320,$668,10.7%,24,"20,427",2.53,87.5%,3.8%,79.0%,68.8%,84.8%,15.8%,13.8%,12.2%,53.3%,48.4%,"69,599","176,993","2,196,562",,"542,413","$10,348",23.0,"$41,398","$23,842",15.9%,908,"16,511","616,651",2.3%,"3,005","3,315","1,909",988,311,"2,862",458,"2,625",1.8%,0.0%,0.0%,0.0%,0.0%,20.5%,121.5,430.13,"MCMINN COUNTY, TENNESSEE",47107
2480,TENNESSEE,MCNAIRY COUNTY,"25,832",-0.9%,"26,077","26,075",5.2%,21.8%,20.8%,50.9%,91.5%,6.1%,0.4%,0.3%,,1.7%,2.2%,89.7%,"1,378",0.8%,"12,084",72.8%,"$93,600",$919,$331,$597,4.5%,6,"10,022",2.55,93.5%,2.3%,77.0%,64.8%,81.0%,12.7%,12.9%,11.4%,50.6%,44.7%,"15,389","63,857","352,080","44,244","154,806","$5,913",26.6,"$36,055","$20,236",17.4%,406,"4,575","143,052",-2.9%,"1,646","1,725","1,152",453,75,"1,606",375,"1,286",0.0%,0.0%,0.0%,0.0%,0.0%,34.7%,46.3,562.86,"MCNAIRY COUNTY, TENNESSEE",47109
2481,TENNESSEE,MEIGS COUNTY,"12,306",4.6%,"11,768","11,753",5.3%,20.4%,21.2%,50.4%,95.7%,1.5%,0.9%,0.3%,,1.5%,2.3%,93.9%,839,1.6%,"5,922",80.2%,"$123,400","$1,072",$318,$701,2.7%,40,"4,790",2.47,88.9%,1.8%,76.4%,61.9%,84.5%,10.5%,14.3%,12.5%,50.8%,44.4%,,,"233,046",,"51,947","$4,441",30.8,"$43,250","$23,555",17.8%,105,"1,647","59,167",9.8%,710,747,342,263,,673,65,654,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,60.2,195.12,"MEIGS COUNTY, TENNESSEE",47121
2482,TENNESSEE,MONROE COUNTY,"46,357",4.2%,"44,504","44,519",5.4%,21.1%,21.2%,50.2%,94.8%,2.2%,0.6%,0.5%,0.1%,1.8%,4.7%,90.8%,"3,672",2.9%,"21,311",76.0%,"$122,600","$1,013",$319,$619,7.1%,109,"17,694",2.56,83.5%,4.0%,78.7%,70.3%,78.9%,12.8%,15.0%,12.0%,50.4%,45.7%,"41,685","118,515","1,509,274","36,709","412,072","$9,130",28.1,"$38,327","$21,919",15.7%,720,"12,458","424,861",7.6%,"2,837","3,176","1,972",868,141,"2,905",461,"2,556",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,70.0,635.57,"MONROE COUNTY, TENNESSEE",47123
2483,TENNESSEE,MONTGOMERY COUNTY,"205,950",19.5%,"172,363","172,331",8.2%,26.7%,9.2%,50.2%,70.9%,20.8%,0.7%,2.4%,0.4%,4.7%,10.3%,62.8%,"25,891",4.8%,"82,598",59.3%,"$159,500","$1,216",$413,$954,20.7%,"1,723","70,303",2.74,78.3%,9.0%,91.2%,83.9%,92.5%,27.2%,11.8%,8.8%,58.0%,57.4%,"296,848","662,197","2,255,985","587,506","2,146,202","$11,635",25.3,"$55,972","$25,938",12.0%,"2,892","45,042","1,527,729",3.8%,"11,270","10,591","5,144","4,154","2,183","7,962","1,387","8,410",8.0%,0.5%,3.7%,0.0%,0.0%,29.5%,319.6,539.18,"MONTGOMERY COUNTY, TENNESSEE",47125
2484,TENNESSEE,MOORE COUNTY,"6,411",1.1%,"6,342","6,362",4.2%,18.9%,21.5%,50.0%,94.6%,2.8%,0.3%,0.8%,,1.4%,2.0%,92.8%,579,1.5%,"3,065",83.0%,"$168,300","$1,181",$371,$661,4.5%,21,"2,602",2.4,86.8%,2.1%,79.2%,61.5%,85.6%,20.7%,9.4%,9.5%,55.5%,46.9%,,"12,510",,,"16,250","$2,563",28.4,"$52,294","$29,969",9.1%,69,"1,050","60,393",-5.4%,463,705,420,151,,688,50,623,0.0%,0.0%,0.0%,0.0%,0.0%,23.8%,49.2,129.22,"MOORE COUNTY, TENNESSEE",47127
2485,TENNESSEE,MORGAN COUNTY,"21,579",-1.9%,"21,986","21,987",4.8%,19.2%,17.8%,45.3%,94.1%,3.7%,0.5%,0.3%,0.1%,1.3%,1.4%,93.0%,"1,701",0.7%,"9,023",79.5%,"$98,400","$1,011",$344,$675,2.7%,,"7,517",2.5,84.4%,2.2%,77.9%,68.4%,81.3%,7.3%,15.4%,12.6%,43.7%,46.6%,,"33,229","63,306",,"54,182","$2,471",30.0,"$40,166","$19,726",20.4%,159,"1,375","45,438",3.1%,"1,049","1,489",993,417,30,"1,433",191,"1,260",0.0%,0.0%,0.0%,0.0%,0.0%,39.1%,42.1,522.18,"MORGAN COUNTY, TENNESSEE",47129
2486,TENNESSEE,OBION COUNTY,"30,267",-4.8%,"31,807","31,807",5.7%,21.7%,20.4%,51.6%,86.7%,10.8%,0.3%,0.5%,0.1%,1.6%,4.6%,82.7%,"1,850",1.8%,"14,625",68.0%,"$89,200",$950,$349,$590,14.3%,28,"12,715",2.36,86.0%,3.7%,82.1%,70.8%,83.4%,14.9%,15.9%,11.8%,55.4%,51.4%,"33,430",,"1,194,986","301,480","457,698","$14,604",21.7,"$39,866","$23,141",17.7%,638,"8,832","299,591",-3.3%,"1,892","2,409","1,127",882,140,"2,160",234,"1,950",0.0%,0.0%,0.0%,0.0%,0.0%,20.2%,58.4,544.73,"OBION COUNTY, TENNESSEE",47131
2487,TENNESSEE,OVERTON COUNTY,"22,068",-0.1%,"22,080","22,083",5.2%,21.1%,20.6%,50.4%,97.4%,0.6%,0.4%,0.3%,,1.2%,1.6%,96.0%,"1,327",1.5%,"10,409",79.5%,"$115,300",$951,$299,$512,5.2%,5,"8,974",2.42,91.7%,2.4%,72.3%,62.9%,79.6%,13.1%,11.1%,12.0%,52.7%,48.7%,,,,,"164,129","$7,397",26.6,"$36,558","$20,581",15.0%,321,"3,859","135,208",6.6%,"1,795","2,021","1,261",448,86,"1,897",286,"1,608",0.0%,0.0%,0.0%,0.0%,0.0%,22.9%,50.9,433.48,"OVERTON COUNTY, TENNESSEE",47133
2488,TENNESSEE,PERRY COUNTY,"8,064",1.7%,"7,928","7,915",6.3%,22.1%,21.1%,49.5%,93.8%,2.6%,0.8%,0.6%,,2.2%,2.8%,91.4%,525,1.2%,"4,672",79.7%,"$83,400",$890,$295,$587,4.0%,7,"3,317",2.34,92.3%,3.8%,63.3%,54.5%,74.2%,11.5%,13.3%,14.4%,47.4%,44.7%,,"26,074",,,"40,207","$5,115",27.5,"$34,634","$28,270",17.6%,110,"1,745","52,345",4.5%,619,444,213,130,30,397,65,334,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,19.1,414.73,"PERRY COUNTY, TENNESSEE",47135
2489,TENNESSEE,PICKETT COUNTY,"5,082",0.0%,"5,083","5,077",4.6%,17.7%,27.6%,50.0%,98.4%,0.2%,0.4%,0.1%,0.1%,0.9%,2.0%,96.6%,406,0.4%,"3,499",81.5%,"$151,900",$939,$334,$522,5.6%,,"2,218",2.26,84.0%,0.3%,79.5%,71.7%,76.3%,8.7%,17.4%,12.0%,49.9%,45.1%,,,"14,751",,"30,030","$5,888",25.7,"$41,004","$23,250",16.0%,83,809,"26,653",12.4%,455,381,230,128,,373,124,238,0.0%,0.0%,0.0%,0.0%,0.0%,41.0%,31.2,162.98,"PICKETT COUNTY, TENNESSEE",47137
2490,TENNESSEE,POLK COUNTY,"16,898",0.4%,"16,824","16,825",5.0%,19.6%,21.0%,50.7%,96.5%,0.8%,0.6%,0.4%,0.1%,1.7%,2.2%,94.8%,"1,163",1.1%,"9,052",73.8%,"$113,800",$961,$324,$678,3.3%,192,"7,096",2.33,88.2%,2.1%,79.2%,67.8%,80.3%,11.0%,12.2%,12.5%,53.9%,49.6%,"9,254","30,865",,,"84,341","$5,055",28.3,"$41,818","$24,667",15.8%,223,"1,448","40,576",8.5%,"1,051","1,289",795,372,,"1,239",167,"1,082",0.0%,0.0%,0.0%,0.0%,0.0%,25.5%,38.7,434.68,"POLK COUNTY, TENNESSEE",47139
2491,TENNESSEE,PUTNAM COUNTY,"78,843",9.0%,"72,349","72,321",5.7%,20.9%,16.7%,50.2%,93.5%,2.4%,0.7%,1.5%,0.1%,1.7%,6.5%,88.1%,"4,177",5.1%,"34,969",60.7%,"$155,700","$1,128",$348,$678,22.2%,496,"31,110",2.36,83.7%,6.6%,84.1%,74.0%,86.0%,25.4%,10.6%,12.4%,57.4%,53.5%,"158,810","511,862","1,214,437","427,171","1,282,887","$17,519",22.6,"$40,888","$23,873",14.5%,"1,825","30,221","1,063,473",2.7%,"6,022","7,752","4,183","2,335",421,"7,058",677,"6,629",0.0%,0.0%,0.0%,0.0%,1.6%,28.7%,180.3,401.10,"PUTNAM COUNTY, TENNESSEE",47141
2492,TENNESSEE,RHEA COUNTY,"33,044",3.9%,"31,800","31,809",5.9%,22.7%,18.6%,50.4%,94.7%,2.2%,0.6%,0.6%,0.1%,1.9%,5.4%,90.0%,"2,387",2.9%,"14,771",70.3%,"$113,500","$1,004",$348,$635,8.8%,101,"12,342",2.57,83.8%,4.5%,79.2%,65.7%,78.3%,15.2%,16.5%,12.7%,55.4%,50.0%,"30,748","68,242","848,618",,"281,055","$8,716",22.7,"$39,451","$22,070",18.4%,500,"8,858","268,040",7.1%,"1,740","1,772",871,699,85,"1,605",89,"1,567",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.9,315.38,"RHEA COUNTY, TENNESSEE",47143
2493,TENNESSEE,ROANE COUNTY,"53,140",-2.0%,"54,199","54,181",4.5%,18.8%,22.8%,51.2%,94.3%,2.7%,0.5%,0.6%,0.1%,1.9%,2.0%,92.6%,"5,037",1.6%,"25,600",76.7%,"$138,100","$1,155",$392,$680,10.8%,103,"20,963",2.49,86.2%,2.3%,81.5%,70.6%,88.2%,19.5%,15.7%,10.8%,52.0%,46.3%,"51,951","128,781","270,076",,"472,342","$8,834",28.5,"$50,003","$27,897",14.8%,733,"8,508","265,523",-0.4%,"3,070","3,377","1,663","1,215",158,"3,065",382,"2,735",0.0%,0.0%,0.0%,0.0%,0.0%,29.2%,150.2,360.71,"ROANE COUNTY, TENNESSEE",47145
2494,TENNESSEE,ROBERTSON COUNTY,"71,012",7.1%,"66,332","66,283",6.2%,23.9%,14.8%,50.6%,89.3%,7.6%,0.6%,0.7%,0.1%,1.6%,7.3%,83.0%,"4,120",4.2%,"27,756",75.0%,"$176,300","$1,273",$435,$879,8.6%,387,"25,388",2.69,87.9%,6.4%,87.1%,80.0%,87.5%,18.6%,10.8%,10.1%,65.5%,59.4%,"65,614","176,334","1,792,963","724,095","675,221","$10,088",29.6,"$61,774","$28,425",10.6%,"1,178","19,852","725,372",6.1%,"5,572","5,533","3,240","1,793",410,"4,981",574,"4,788",1.9%,0.0%,0.0%,0.0%,2.3%,26.3%,139.2,476.29,"ROBERTSON COUNTY, TENNESSEE",47147
2495,TENNESSEE,RUTHERFORD COUNTY,"324,890",23.7%,"262,582","262,604",6.6%,24.7%,10.5%,50.8%,77.2%,15.8%,0.6%,3.5%,0.1%,2.7%,8.5%,70.0%,"18,148",7.1%,"121,805",65.5%,"$190,200","$1,316",$426,$996,20.6%,"3,971","109,468",2.76,83.1%,10.9%,93.3%,83.2%,91.2%,32.0%,8.1%,9.5%,70.9%,65.4%,"502,674","1,376,642","11,538,970","14,847,012","3,515,344","$12,808",28.8,"$63,846","$28,883",10.4%,"5,319","112,802","4,863,698",5.4%,"23,167","19,572","10,847","6,859","3,309","15,640","1,945","16,557",6.1%,0.0%,2.6%,0.0%,2.7%,25.3%,424.0,619.36,"RUTHERFORD COUNTY, TENNESSEE",47149
2496,TENNESSEE,SCOTT COUNTY,"22,039",-0.9%,"22,232","22,228",6.3%,24.3%,16.8%,50.9%,98.1%,0.3%,0.3%,0.3%,,1.0%,1.0%,97.1%,"1,277",0.3%,"10,025",69.0%,"$90,400",$911,$290,$527,5.8%,9,"8,703",2.48,88.9%,0.8%,76.5%,61.5%,78.8%,9.4%,20.8%,11.3%,52.7%,50.0%,"14,356","65,174","113,666","9,822","153,345","$6,916",28.5,"$35,453","$19,179",21.2%,329,"3,710","111,758",2.0%,"1,315","1,520",997,298,,"1,467",219,"1,246",0.0%,0.0%,0.0%,0.0%,0.0%,27.5%,41.8,532.30,"SCOTT COUNTY, TENNESSEE",47151
2497,TENNESSEE,SEQUATCHIE COUNTY,"14,876",5.3%,"14,121","14,112",5.1%,20.8%,20.4%,50.5%,96.5%,0.8%,0.6%,0.5%,0.1%,1.6%,3.5%,93.5%,"1,287",1.8%,"6,504",76.4%,"$141,500","$1,067",$346,$673,7.9%,10,"5,441",2.66,90.5%,2.9%,83.8%,70.5%,82.5%,14.6%,18.6%,11.3%,52.1%,46.9%,,,,"83,435","103,989","$7,210",32.4,"$51,750","$22,383",16.0%,184,"1,932","54,161",-4.9%,"1,047","1,119",666,321,104,989,163,861,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,53.1,265.86,"SEQUATCHIE COUNTY, TENNESSEE",47153
2498,TENNESSEE,SEVIER COUNTY,"97,892",9.1%,"89,719","89,889",5.4%,20.6%,19.8%,51.1%,95.2%,1.3%,0.6%,1.3%,,1.5%,6.3%,89.7%,"6,649",5.1%,"58,281",68.1%,"$168,600","$1,136",$321,$764,16.8%,"1,040","36,945",2.58,85.2%,6.7%,85.6%,75.7%,83.9%,17.1%,13.4%,16.7%,62.3%,58.9%,"832,695","198,915","263,233",,"1,561,092","$16,874",25.5,"$45,943","$23,869",13.9%,"2,798","40,963","1,148,373",3.0%,"8,014","9,157","5,318","2,963",522,"8,363",736,"7,937",0.0%,0.0%,2.6%,0.0%,0.0%,21.8%,151.7,592.50,"SEVIER COUNTY, TENNESSEE",47155
2499,TENNESSEE,SHELBY COUNTY,"935,764",0.9%,"927,682","927,644",7.0%,24.9%,13.6%,52.5%,41.1%,54.2%,0.3%,2.7%,0.1%,1.6%,6.5%,35.6%,"51,042",6.5%,"406,215",55.4%,"$142,300","$1,371",$495,$922,27.5%,"2,251","350,260",2.62,84.2%,9.5%,83.2%,72.6%,88.2%,31.1%,9.2%,11.7%,64.4%,60.7%,"1,889,742","8,166,690","22,412,702","35,454,262","22,058,481","$23,447",22.8,"$49,782","$28,828",21.7%,"19,541","440,133","22,534,451",1.1%,"82,844","95,433","43,633","45,031","52,295","40,569","9,486","82,645",30.9%,0.3%,3.4%,0.1%,1.7%,30.8%,"1,215.5",763.17,"SHELBY COUNTY, TENNESSEE",47157
2500,TENNESSEE,SMITH COUNTY,"19,942",4.1%,"19,149","19,166",6.2%,22.7%,17.0%,50.3%,95.2%,2.3%,0.5%,0.4%,,1.6%,2.9%,92.6%,"1,151",1.4%,"8,808",74.3%,"$132,100","$1,118",$357,$593,7.6%,77,"7,584",2.54,90.5%,2.3%,79.8%,70.9%,85.1%,12.4%,13.4%,10.3%,58.9%,54.9%,,,,,"158,860","$8,316",29.5,"$46,404","$26,256",13.9%,278,"3,881","147,200",1.8%,"1,406","1,349",660,512,37,"1,271",52,"1,256",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,61.0,314.29,"SMITH COUNTY, TENNESSEE",47159
2501,TENNESSEE,STEWART COUNTY,"13,561",1.9%,"13,313","13,324",5.5%,20.9%,20.3%,50.1%,94.3%,1.8%,0.8%,1.0%,0.1%,2.0%,3.1%,91.7%,"1,541",2.0%,"6,892",72.9%,"$125,500","$1,044",$394,$650,3.4%,6,"5,246",2.51,85.4%,2.4%,78.1%,66.1%,85.6%,14.9%,14.3%,12.0%,51.6%,48.5%,,"18,167","37,084","1,388","86,634","$6,515",31.9,"$42,269","$22,601",13.9%,162,"1,395","46,122",11.3%,806,869,436,344,52,775,87,717,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,29.0,459.33,"STEWART COUNTY, TENNESSEE",47161
2502,TENNESSEE,SULLIVAN COUNTY,"157,668",0.6%,"156,800","156,823",4.8%,19.3%,21.9%,51.4%,94.9%,2.3%,0.4%,0.8%,,1.6%,1.9%,93.3%,"12,526",1.7%,"75,729",72.0%,"$133,900","$1,037",$337,$652,14.1%,333,"66,239",2.33,86.1%,2.7%,84.6%,75.9%,86.6%,22.8%,15.5%,10.3%,54.3%,49.2%,"286,384","1,521,547","6,361,356","1,006,204","2,095,865","$13,368",21.1,"$43,442","$26,933",16.5%,"3,362","63,464","3,010,680",2.3%,"10,053","11,716","6,587","3,751",491,"10,706","1,326","9,654",0.0%,0.3%,0.0%,0.0%,0.8%,23.0%,379.4,413.36,"SULLIVAN COUNTY, TENNESSEE",47163
2503,TENNESSEE,SUMNER COUNTY,"187,149",16.5%,"160,634","160,645",6.1%,23.5%,15.9%,51.2%,88.2%,7.9%,0.4%,1.5%,0.1%,1.9%,5.1%,83.8%,"11,610",4.1%,"73,725",73.4%,"$212,100","$1,431",$439,$996,14.3%,"1,728","65,645",2.71,85.1%,6.2%,89.5%,82.9%,89.9%,26.9%,9.7%,9.8%,66.3%,61.3%,"195,563","599,469","2,158,366","2,117,714","1,503,612","$9,051",28.4,"$64,631","$32,297",8.9%,"3,228","46,913","1,957,068",1.1%,"15,989","14,834","8,794","4,157","1,270","13,177","1,265","12,858",3.2%,0.0%,0.0%,0.0%,1.2%,24.2%,303.4,529.45,"SUMNER COUNTY, TENNESSEE",47165
